Unnamed: 0.1,resturant_name,customer_name,customer_reviews_number,customer_reviews_date,comments,number_number_of_star
115,The hot baguette,Drin B.,3.0,25/12/2019,Seems like a small place and not so inviting from the outside but the experience is amazing !! The service is excellent and the food is home-seasoned! warmly recommended!,5.0
116,The hot baguette,Or S.,5.0,02/11/2020,Championship Under Service 100 Taste 100 Cleanliness 100 I am a regular customer involved in a baguette without hesitation,5.0
117,The hot baguette,Zvi T.,3.0,11/11/2019,From the outside it looks popular but when you enter you realize that it is a Premier League. kind service. Great taste.,5.0
118,The hot baguette,Mor A.,1.0,20/08/2020,"Great place, good food and delicious amazing service! I'm sure I'll be back!",5.0
119,The hot baguette,Elinor T.,1.0,24/09/2021,Lovely service delicious food ..,4.0
120,The hot baguette,Eli K.,4.0,17/08/2020,Really hot !! Good food Good service Safe return Thank you :),5.0
121,The hot baguette,Tal H.,62.0,07/05/2020,"The order arrived quickly, and the food was very tasty. warmly recommended",5.0
122,The hot baguette,If G.,7.0,04/06/2020,"A rather small baguette in relation to the price, also there was not too much utilized in it",2.0
123,The hot baguette,Ola Z.,2.0,03/11/2020,"In a bagpipe, neat, tidy workers deserve it",5.0
124,The hot baguette,Adi H.,1.0,18/03/2020,Was excellent service and was also really tasty !!,5.0
125,The hot baguette,Yuval A.,2.0,20/08/2020,Deliciously clean and the service was excellent,5.0
126,The hot baguette,Yam A.,1.0,11/09/2020,Delicious food level service,5.0
127,The hot baguette,Avraham A.,1.0,30/08/2020,Perfect and excellent service,5.0
128,The hot baguette,Dudu K.,2.0,29/10/2019,Perfect baguette ... clean bomb service and level food,5.0
129,The hot baguette,amitai o.,2.0,09/05/2018,"Everything is fresh and clean, courteous and fast service! Very tasty Highly recommended !!",5.0
130,The hot baguette,Itay B.,8.0,17/02/2020,Very tasty and excellent service!,5.0
131,The hot baguette,Orel Z.,2.0,11/03/2019,The amazing taste and service experience is well worth a visit,5.0
132,The hot baguette,Anath B.,3.0,12/02/2020,Delicious clean and inexpensive,5.0
133,The hot baguette,Ethan b.,2.0,11/06/2020,She's good,5.0
134,The hot baguette,Moran T.,2.0,17/09/2019,"Delicious, clean and wholehearted!",5.0
135,The hot baguette,Yarin C.,1.0,01/04/2019,Excellent,5.0
136,The hot baguette,Tal M.,5.0,03/01/2018,Just tin yikes !!!!,1.0
137,Noa's sushi,Oria A.,1.0,24/06/2020,"The sushi is fresh, delicious, clean .. I liked the variety on the menu even for those who do not eat fish. Really recommend",5.0
138,Noa's sushi,Lina H.,3.0,02/01/2021,The best secret in the country point.,5.0
139,Noa's sushi,Foundation b.,1.0,14/06/2019,"Amazing, amazing and once again amazing!",5.0
140,The Canaanite,Omer A.,1.0,10/05/2022,Excellent chickpeas! Lots of varied and special dishes and the service was also really good,5.0
141,The Canaanite,Raz E.,1.0,04/03/2022,"Delicious hummus, terrible service, the waiters seem to be deliberately ignoring, this time we decided to get up and go and not give a hand to the shameful disdain for customers, there are quite a few alternatives in the area that know how to welcome a customer.",1.0
142,The Canaanite,Niv h.,2.0,28/02/2022,I loved the service and everything was really delicious,5.0
143,The Canaanite,Tair A.,1.0,25/01/2020,"The most delicious chickpeas I have ever eaten. And I ate .. make sure there is ambala and beetroot chutney on the plate and come out happy. We will be back whenever possible, thanks!",5.0
144,The Canaanite,Shelly,2.0,22/08/2021,Food is delicious but service is disgraceful. Every time I ordered something was missing and in the end the customer is still blamed. Occasionally I try to see if anything has improved and even already take in self-collection but really the service just disappoints.,2.0
145,The Canaanite,Amir R.,10.0,28/05/2021,Very good chickpeas even if a little too liquid,4.0
146,The Canaanite,Deer b.,1.0,19/12/2020,The food arrived pretty quickly and still hot. Everything was super delicious. And the experience was great.,5.0
147,The Canaanite,Dvir A.,5.0,27/12/2020,Compared to the previous time a bit of a disappointment..the shashlik we ordered was very crunchy and the salad was not at its best ... seems to be a daily problem..hope next time it will be the same as the previous time,3.0
148,The Canaanite,Alon M.,1.0,12/09/2021,Fresh and very tasty chickpeas. I enjoyed.,5.0
149,The Canaanite,YehudaOrna S.,1.0,08/03/2021,Excellent very tasty and fresh fresh,5.0
150,Ruth,ofir b.,1.0,02/12/2021,"Last night several couples arrived following a friend's recommendation (Doron decides), we sat down and immediately felt at home !! The waiters are wonderfully courteous and helpful, the place is beautiful, the atmosphere is magical, Amir's indulgences, and I have yet to talk about the wonderful food made in good taste and eye-catching serving. And the desserts ..? Mommy and Daddy ... until now the taste is in my mouth !! We have not experienced such an experience in a restaurant in a long time, we all enjoyed every moment. Thank you and good luck in the future.",5.0
151,Ruth,Nama ha.,2.0,26/10/2018,"We celebrated my dad's 70th birthday today and I have to celebrate here! The place is clean and maintained The staff are charming and helpful The food is excellent and the location is excellent. In conclusion, we enjoyed every moment, highly recommend Ruth Restaurant, for us it was a fun and delicious experience and we have no doubt we will return to the restaurant. Thank you!!!",5.0
152,Ruth,ofer m.,1.0,06/10/2021,"We booked a quiet place, we got a wedding hall in the hustle and bustle that comes out of the kitchen, I asked to go to the place the host's answer was everyone was asking for a quiet table is what it is and even though the phone was promised a corner quiet place ... In short an unpleasant and not recommended experience. Reasonable food and nothing more..responsive host service, good waiters service",2.0
153,Ruth,Ophir S.,2.0,02/12/2018,"It was really delicious! I accidentally found it in Izzy, we took a first course of stuffed beet leaves with egg yolk on top, main course - perfect sweet potato gnocchi! And another main ravioli that was supposed to be tortillas, also really tasty, for dessert we took an amazing knapsack! Highly recommend the place,",5.0
154,Ruth,Anat M.,8.0,19/08/2020,"Delicious at the highest levels, the Corona guidelines are very respected there. I'm not going anywhere because of the period, and today was just a pleasure, delicious and safe for those sitting outside. Align all the workers there !!",5.0
155,Ruth,Lital L.,4.0,27/06/2020,"Dead on this place! The food is always fresh and high quality, special dishes and not just pasta and pizza Deadly service and most importantly the atmosphere outside is stunning! Especially at sunset",5.0
156,Ruth,Miracles from.,1.0,10/11/2021,"Delicious and plentiful food, excellent service, reasonable price, come again and again",5.0
157,Ruth,alon f.,1.0,02/03/2020,"Shocking place, I called in advance to check out gluten free dishes - pasta specifically, when I arrived at the place along with the staff parents is criminally ignorant, the waitress announced that one sauce is allowed and only something specific is allowed, the hostess said anything but maybe another sauce, and when we asked to speak to the chef To us that he can not go out because he cooks, after we insisted on talking to the chef or the owner came out to us ""kitchen manager and owner"" who informed us that the chef is not present at all and that there is a sauce that x maybe x can be extracted to be gluten free and another sauce x may x contain gluten. .. When we verified the fact that there is no chef with the ahmash, she shunned the whole thing in the bottom line, the service was bad and unreliable, we got up and left. If it was not clear - do not go! We asked for gluten free options the staff is clueless and not reliable they have no idea what you can or can not order and when we asked for the chef we were told he was cocking .. when the owner came to talk to us he confessed the was no chef in the restaurant .... I could not recommend this place to anyone ... Do not go there until the staff gets some educa",1.0
158,Ruth,Zohar A.,1.0,05/02/2019,We enjoyed every moment and the great staff was great thanks to the staff,4.0
159,Ruth,Ariel S.,4.0,23/04/2020,Very satisfied arrived with fresh and delicious hot delivery (: Highly recommend when we sat in the restaurant we had delicious and serviceable,5.0
160,Ruth,Yael R.,2.0,03/08/2021,Pleasant service and excellent dishes👌😃,5.0
161,Ruth,A runner,6.0,28/12/2019,Really delicious,4.0
162,Ruth,Ido.,1.0,19/04/2016,A pleasant place to sit with wonderful service from a lovely staff. Special and delicious food and a convenient menu for every pocket. Highly recommend for lovers of all types of cuisine.,5.0
163,Ruth,Orly Z.,1.0,01/11/2019,Definitely a pleasant experience and courteous fast service and delicious food,5.0
164,Ruth,Oshra A.,3.0,26/09/2018,Lovely place. Special atmosphere and design. Good service and great food.,5.0
165,Ruth,René P.,14.0,19/12/2018,We arrived from afar thanks to Izzy and really enjoyed coming back again !!!,5.0
166,Ruth,daniel d,3.0,13/03/2019,"The food is really delicious, fast service and good atmosphere 🙂",5.0
167,Ruth,F. cookies.,7.0,29/01/2019,Really good tasting of all the dishes nothing disappointed,5.0
168,Ruth,Jonathan Y.,1.0,26/11/2017,"Really tasty, nice atmosphere, great service. Worth a jump",5.0
169,Ruth,Liat L.,1.0,18/09/2017,Service consciousness strives for zero,1.0
170,Ruth,Avraham Y.,1.0,19/04/2016,Amazing restaurant The food is delicious and very special The service is courteous. Highly recommended.,5.0
171,Ruth,Ofir I.,1.0,19/04/2016,Great restaurant! A rich and convenient menu for every pocket.,5.0
172,Ruth,LED Q.,4.0,12/05/2018,👍,5.0
173,Pita Besta,Avishai D.,4.0,02/04/2022,"We ordered Friday's special, which was saved in a bun. At the Rishon Lezion branch. The dish was delicious and satisfying and so was everything around. I was pleasantly surprised. The service was also good and fast. I did not connect to music Overall we were satisfied",4.0
174,Pita Besta,daniel t,8.0,22/09/2021,"First time ordering from this restaurant in delivery, and want to say that it is the best food I have eaten in delivery, just like sitting in a restaurant.",5.0
175,Pita Besta,Aliza S.,5.0,08/02/2022,"Today I ordered a delivery of chickens at the Marina Rice Chips, the food came cold and not tasty, what a pity !! Really a disappointment !!! By the way the restaurant is close to my house there was no reason to get cold food.",2.0
176,Pita Besta,Daniel b.,2.0,10/02/2022,We passed the area we ate and the food is just perfect! Highly recommended!,5.0
177,Pita Besta,Enlightened and.,2.0,13/01/2022,powerful,5.0
178,Pita Besta,kfir s.,4.0,03/12/2021,A shell place,5.0
179,Pita Besta,Aviel R.,1.0,26/09/2021,Just perfect,5.0
180,Pizza first,Moriah,4.0,04/08/2021,Delicious pizza at the recommended level is encouraged,5.0
181,Pizza first,Ron H.,1.0,22/10/2019,"Amazing food, great price and timely arrival of deliveries!",5.0
182,Pizza first,Netanel S.,1.0,07/10/2020,Pizza No. 1 in the first,5.0
183,Pizza first,Avi M.,4.0,29/12/2019,"Very tasty pizza, good and fast service :)",5.0
184,Pizza first,TheGaming,5.0,16/06/2020,The most delicious pizza there is!,5.0
185,Pizza first,Karin C.,1.0,19/02/2020,Excellent the most delicious pizza there is,5.0
186,Pizza first,Hen E.,2.0,05/11/2020,presentation,5.0
187,Pizza first,Eran M.,1.0,17/10/2017,Pizza number one cannon team all delicious always recommended,5.0
188,Pizza first,That.,1.0,29/11/2018,Perfect taste,5.0
189,Pizza first,Limor K.,24.0,27/11/2017,Very nice,5.0
190,Pizza first,Judah m.,1.0,29/07/2017,Good pizza,5.0
191,Pizza first,Benjamin J.,1.0,30/12/2017,perfect,5.0
192,Pizza first,Dudu I.,2.0,07/02/2017,Great pizza,5.0
193,Pizza USA,Lee I.,4.0,18/12/2021,We order at almost every store and would love to congratulate the landlord on his excellent service! Recommends ...,4.0
194,Pizza USA,next to.,4.0,19/12/2020,"Scammers Pizza !!! We ordered a pizza tray with tuna and we got a real offensive of a side dish. We called them and said they would bring a new one, we did not want to bother them so we said we would eat it because it would be thrown away anyway and we would get pizza with tuna tomorrow, a guy named Avishai agreed and promised we would get pizza tomorrow as compensation. The next day we called the place and denied everything! This guy Avishai we talked to too! I know couriers and in a lot of cases pizzas are thrown in the trash because of mistakes. It's just pizza but it's annoying that people do not have a word and I certainly will not buy from them if it's their service!",1.0
195,Pizza USA,Bezalel P.,15.0,15/10/2021,Guests arrived by surprise on Saturday. It was not possible to wait for the normal delivery time. (About an hour). I asked to hurry because of the situation that arose. They promised to try but did not commit. The pizza arrived in less than half an hour.,5.0
196,Pizza USA,daniel l,2.0,23/06/2018,"We took the kids on Saturday and darkened our eyes: the kitchen workers shouting and chasing cockroaches, dead worms in the dough, not fresh vegetables to say the least, kids coming in wet from the pool opposite and creating puddles inside the restaurant, commotion around and in addition to all, poor service with lots of nerves There are a lot of pizzerias in town, skip this awful pizza. To sum up: disgust!",1.0
197,Pizza USA,present for.,1.0,22/10/2019,Delicious but they raised all the prices by a shekel or two but it is still expensive. Instead of 2 shekels for hail it costs 3 and it's the medium small one now costs 5 and the big one 7. Pizza costs more and so do all the popsicles. A meal of two pizzas and a drink I would buy for 24 shekels today costs me 27,3.0
198,Pizza USA,Frances A.,1.0,30/06/2021,"For a pizza that didn’t just come out of the oven and was heated before serving, great!",4.0
199,Pizza USA,Carlos S.,1.0,12/01/2021,Was excellent .. was amazing was delicious ... we got as we wanted a fur pizza and a pizza with cheese ... everything was pix and clean .. and leaves a taste in the mouth of more .... we would love to order again.,5.0
200,Pizza USA,Yuval K.,1.0,07/01/2021,"Champions! We are soldiers, they made us a really worthwhile deal and the pizzas came delicious with varied and satisfying toppings. love you",5.0
201,Pizza USA,Fellow b.,1.0,07/01/2021,Real champions we ordered full trays for the base really pampered with toppings and everything thank you very much there is no doubt we will order again ️️️,5.0
202,Pizza USA,Lucky b.,6.0,31/01/2021,The pizza was from above. Pasta less,5.0
203,Pizza USA,Shani M.,28.0,28/03/2018,Excellent pizza and salads assembled with a lot of equal things ... Favorable prices and their deliveries are fast!,5.0
204,Pizza USA,Natali J.,2.0,25/10/2021,I ordered delivery and the menu does not show the same prices! 2 medium pizzas instead of 88 cost 108 !!! May the menus be reliable!,1.0
205,Pizza USA,by H.,1.0,23/08/2021,"Replace the menu .. You have raised prices, you will see the prices ..",3.0
206,Pizza USA,Shaked approx.,1.0,23/10/2019,"Incredibly delicious pizza, quick arrival and excellent service! Highly recommend",5.0
207,Pizza USA,Hezi Z.,5.0,27/12/2019,Highly recommended order a clean and tasty salad Highly recommend,5.0
208,Pizza USA,Avigayil B.,1.0,07/01/2021,Excellent pizza!,5.0
209,Pizza USA,Esperanza a.,1.0,21/01/2019,Excellent Service 10 staff does not replace them with anyone else,5.0
210,Pizza USA,Hen P.,4.0,26/02/2020,The pizza is fine .. the ratio needs improvement and the price is very high!,3.0
211,Pizza USA,Eli A.,3.0,24/08/2019,The place has improved miraculously since the replacement of the stoves,5.0
212,Pizza USA,Orian K.,4.0,23/05/2019,"Fine pizza, high price in my opinion",3.0
213,Pizza USA,Snir a.,2.0,20/05/2018,"I ordered a salad from them, one of the girls who answered was very cold.",1.0
214,Pizza USA,Yuval A.,5.0,03/12/2019,Hot and delicious pizza with good friends,5.0
215,Pizza USA,Benel R.,2.0,27/12/2019,Arrived quickly. Hot pizza. recommended,5.0
216,Pizza USA,Alma P.,3.0,10/10/2018,Stunning service from Zion Pizza is very tasty and everything is excellent,5.0
217,Pizza USA,Tamar R.,369.0,22/03/2018,"Excellent pizza, full of toppings, pleasant service. recommended!!!!",5.0
218,Pizza USA,Chen S.,1.0,09/10/2018,bad,3.0
219,Pizza USA,Bary B.,2.0,02/10/2021,Not tasty and it cost 72 shekels,1.0
220,Pizza USA,Yossi A.,2.0,17/05/2019,Very slow service,1.0
221,Pizza USA,Yossi D.,2.0,12/02/2019,Pizza of life There is no such thing,5.0
222,Pizza USA,If H.,2.0,28/03/2019,Delicious,5.0
223,Pizza USA,Alon S.,1.0,11/03/2018,Bad pizza Bad service,1.0
224,Pizza USA,Age A.,2.0,09/01/2018,A good place to eat,5.0
225,Pizza USA,city ​​s.,1.0,17/12/2017,Excellent pizza,5.0
226,Hummus Eliyahu,I'm sleeping.,1.0,08/11/2018,Hummus Eliyahu is one of the best hummus chains where the hummus is deliciously made and the service is kind and wonderful and there is a feeling that you must be a good and pleasant person to work there,5.0
227,Hummus Eliyahu,Eliron T.,3.0,29/01/2019,There is nothing to say amazing hummus the chain itself knows all the work Highly recommended good and warm attitude and fast and efficient service 😉😍,5.0
228,Hummus Eliyahu,Ofer N.,14.0,04/10/2021,it was great,5.0
229,Hummus Eliyahu,Wasihun T.,2.0,13/05/2020,High level service and the hummus out of this world is really delicious.,5.0
230,Hummus Eliyahu,Benjamin R.,2.0,23/06/2020,Like all chickpeas Elijah is a great place,5.0
231,Hummus Eliyahu,Yuval K.,2.0,21/02/2020,"Says clearly: Anyone who understands interest and has eaten in places that are a consensus knows that this is an expensive place, the value is not something and the taste is reasonable minus. Even when ordering a refilled drink the glass is small which only the waiters fill it, in my case there was a disregard. Lemon garlic sauce in minimal quantity, 4 falafel balls for 10 NIS (expensive) Also expensive French fries and salad. I'm really sorry but this is not a place I would recommend",2.0
232,Hummus Eliyahu,Dorit b.,3.0,03/10/2019,"It was an unpleasant experience at all. The chickpeas were thin probably the amount of water exceeded the amount of chickpeas and tahini, needless to say the price was high. And the surprise when I came to ask Madame the hummus mimi, I got a sour face and a reaction that the hummus is hot and it needs to harden .... We eat chickpeas for years so the hummus should be served hot. Too bad it's a disappointment",1.0
233,Hummus Eliyahu,Ron G.,1.0,04/12/2019,Great marble chickpeas are recommended,4.0
234,Hummus Eliyahu,Nachman Z.,1.0,26/12/2019,The chickpeas are too thin and mayonnaise nausea,1.0
235,Hummus Eliyahu,Orit and.,2.0,07/07/2020,Really really fresh and delicious chickpeas,5.0
236,Hummus Eliyahu,DORON,3.0,08/09/2019,Courteous and fast service. The chickpeas were excellent,5.0
237,Hummus Eliyahu,ears m.,3.0,23/02/2020,"Great hummus, excellent service",5.0
238,Hummus Eliyahu,Gal L.,1.0,04/07/2019,Simply excellent in all respects !!!,5.0
239,Hummus Eliyahu,Shir N.,1.0,06/06/2019,it was great,4.0
240,Hummus Eliyahu,Eden S.,6.0,19/07/2019,Really delicious !! Excellent service,5.0
241,Hummus Eliyahu,Avi c.,1.0,31/12/2017,Delicious and clean as always and as in all branches,5.0
242,Hummus Eliyahu,Elad M.,26.0,19/07/2019,Scary,5.0
243,Hummus Eliyahu,Coral d.,3.0,10/07/2018,Very tasty and nice service,5.0
244,Pizza Pepe,Shirli B.,7.0,23/02/2021,Perfect comes hot and delicious,5.0
245,Pizza Pepe,Daniel a.,1.0,28/10/2018,Good pizza,5.0
246,Pizza Pepe,daniel,1.0,29/09/2017,What a favor,5.0
247,The falafel of Ramla,Ricky H.,1.0,05/04/2022,"We made a big order to the office, I ran in front of Hezi a very kind man gave me a package at a good price the food was ready in a hot hot time and most importantly delicious shhhhhh everything was plentiful. In addition Hezi called after making sure everything was fine really not obvious I highly recommend for sure we will be back again thanks",5.0
248,The falafel of Ramla,Chen B.,3.0,29/03/2022,recommended,4.0
249,The falafel of Ramla,Shahar to.,1.0,22/04/2021,First of all the service is perfect they are so nice and really such a family are pampering and kind and their falafel is so amazing so wow wow wow wow wow wow wow wow wow wow wow wow wow wow wow wow wow wow wow wow wow wow wow wow wow wow wow wow wow wow wow wow wow wow wow wow wow wow wow wow wow wow wow wow wow wow wow wow wow wow wow wow wow wow wow wow wow wow wow wow wow wow wow wow wow wow wow wow wow wow wow wow wow wow wow wow wow wow,5.0
250,The falafel of Ramla,Etty b.,1.0,11/02/2021,"Excellent!!!!! The dishes came hot and great divided .... the falafel is delicious and also the salads, the pitas are fresh. In short an experience for the eye and the palate 👍",5.0
251,The falafel of Ramla,Chen b.,7.0,11/11/2020,Perfection !! And so clean !! Keep it up so just have fun bending your palate 🥰🥰,5.0
252,The falafel of Ramla,Ofek S.,2.0,23/11/2020,Falafel is without a doubt among the tastiest I have eaten at a very high level of service,5.0
253,The falafel of Ramla,Oksana B.,1.0,04/06/2021,Everything is delicious and most importantly from the heart,5.0
254,The falafel of Ramla,Reut S.,6.0,10/11/2020,"Delicious, clean and courteous service Highly recommended",5.0
255,The falafel of Ramla,Eytan Z.,1.0,04/11/2020,Amazing falafel highly recommend,5.0
256,The falafel of Ramla,Tamar S.,2.0,27/04/2020,Really tasty!,5.0
257,Jaja,Tkuada A.,2.0,10/05/2022,The restaurant bar is among the best there is a must to go there what bothered me is the noise of the songs beyond that the place is serviceable and delicious in levels!,5.0
258,Jaja,Revital&Nir C.,1.0,08/01/2022,"The pizza is excellent, but service is very very slow. It took about half an hour between each order to receive the dish.",3.0
259,Jaja,Aliza S.,5.0,08/07/2021,"The pizzas that are delicious in the city 👍The pizzas are like in Italy🤩 The service is excellent👍 Order a real pizza It is best to order only at ""Jaja"" 👍🥰",5.0
260,Jaja,Come on.,3.0,08/10/2021,"The food was delicious just unpleasant as the waiters ask for more than the tip we brought, which is 10% and it's annoying.",3.0
261,Jaja,Tal R.,4.0,01/01/2022,"Perfect, food on a level! We will definitely be back ️",5.0
262,Jaja,Adi A.,8.0,19/06/2021,"Very tasty food, inexpensive prices and good service",4.0
263,Jaja,Noy A.,1.0,04/05/2021,Good atmosphere and most importantly the food is excellent. There is no one like you!,5.0
264,Jaja,zohar h.,5.0,25/10/2020,"We ordered a pizza margarita with half a mushroom and spicy and we got an absolute majority of toppings, although we noted in the comments that there will be a separation as it should be in any pizza you order. Also, arrived cold and without spices! We are new to the city and we will probably not book again and it's a shame.",1.0
265,Jaja,Jonathan H.,13.0,29/09/2020,A very tasty pizza and worth every penny !!!! Fast and professional service !!! I ordered a mushroom pizza,5.0
266,Jaja,Idit R.,3.0,04/12/2020,Was just perfect pizzas at high levels was delicious safe retrieval,5.0
267,Jaja,Maya C.,3.0,21/03/2021,Excellent food with perfect service (!!!),5.0
268,Jaja,Oak c.,3.0,30/06/2020,The experience was very tasty !!!!!!!!!! 😄😄😄😄😄😄😄😄,5.0
269,Jaja,Tal H.,62.0,18/11/2020,"A very tasty pizza, but small and not suitable in size for a family",4.0
270,Jaja,Eyal-,2.0,30/10/2020,Good pizza. Do not meet deadlines. I waited a long time too bad,4.0
271,Jaja,Raviv B.,1.0,08/02/2019,The place does not give an answer at all to those who do not smoke. In the pergola you simply can not open the windows for a little breath of air (!) Clean of all cigarettes and green ... If there is a place where you can sit it is on benches outside the place (which also smokes by the way) and in addition it rains on you reasonable music minus.,1.0
272,Jaja,Dori S.,1.0,22/10/2020,One hour and forty waiting for a delivery registered up to sixty minutes,3.0
273,Jaja,Lion b.,2.0,25/11/2020,"Excellent in levels, delicious, invested and reasonably priced",5.0
274,Jaja,Ofek S.,3.0,03/09/2020,"Small portions, we waited full time for distribution plates, the waitresses ignored and waited over an hour and a half for water .. Disappointing and really not worth the price",2.0
275,Jaja,Maya Z.,1.0,22/01/2021,Arrived hot fresh and delicious as always!,5.0
276,Jaja,Yossi M.,3.0,24/07/2020,Delicious and satisfying fun atmosphere,5.0
277,Jaja,yosi h.,1.0,28/12/2019,"The place became a Jaja bar. Paul Arasim with music from the Hatikva neighborhood, if you are not Tzahala you have nothing to do here.",1.0
278,Jaja,Nisan N.,1.0,20/05/2018,"Great atmosphere, great drinks in short an experience place",4.0
279,Jaja,Mor B.,1.0,11/04/2021,Particularly shocking service from the hostess,1.0
280,Jaja,Rote N.,1.0,15/09/2018,The most fun bar in the center area Cocktails show!,5.0
281,Jaja,Ziv G.,2.0,26/10/2019,Cute place delicious food,4.0
282,Wakma Restaurant,Ido B.,4.0,27/01/2019,Very tasty food! Extremely large dishes and satisfy even the last glutton. Courteous (telephone) service and the order arrived even ahead of time. It's hard to say that the cuisine is faithful to Asia but delicious regardless. The price is more fair and as a hungry soldier serving in the barracks with no small fondness for noodles I will no doubt order here again. recommended!,5.0
283,Wakma Restaurant,Milena A.,6.0,13/02/2022,It was really delicious! The food arrived after an hour of waiting and the dishes arrived really hot and delicious. My partner and I really enjoyed the food :),5.0
284,Wakma Restaurant,Doron S.,19.0,07/07/2021,"The first time I ordered from the Wakama I ordered a fried combination. The price is reasonable and inexpensive and so is the delivery. The order was delivered within 40 minutes, and the quality of the food was nice. A bit fell with the avocado because of the bad taste, and it happens.",4.0
285,Wakma Restaurant,present for.,2.0,25/09/2018,simply incredible!!! Excellent service from the moment of the phone answer .. The sushi is very tasty ... Large and satisfying dishes I was pleasantly surprised 👍👍,5.0
286,Wakma Restaurant,Jesaja C.,3.0,22/03/2021,On March 22 at 9:30 pm I called to order a meal to pick up. I was told it was possible to take an order. I said well I will come order and take. Also told me you have nothing to come and all that they are still open two hours. A restaurant that does not withstand pressure or does not want to take an order has no right to exist,1.0
287,Wakma Restaurant,Use t.,23.0,12/04/2021,Large portion Waiting time longer than usual Deliciously delicious I'm sure to return,4.0
288,Wakma Restaurant,Nofar n.,8.0,06/01/2020,"Fast delivery, excellent service and great value for money :) Do not fall for the sushi of some other expensive in the city ...",5.0
289,Wakma Restaurant,Coral H..,1.0,07/05/2021,Shockingly we ordered a shipment of great family sushi. Arrived less sushi I had to get they were not willing to give us back what we deserve did not stop arguing with us just shocking service and shocking sushi not ordering,1.0
290,Wakma Restaurant,Netanela B.,4.0,23/01/2021,"I ordered a delivery, registered 60-90 minutes, two hours have passed and still has not arrived, I call them and already 20 minutes on the line, place 1 for an answer and no answer .. Disappointing wait. It took me 30 minutes just to order and more than two hours of waiting, Sushi is not a gourmet restaurant",2.0
291,Wakma Restaurant,Hanania K.,4.0,21/10/2020,"Excellent dishes were delicious and beautiful, the delivery arrived sweetened, the service was excellent",5.0
292,Wakma Restaurant,Bar K.,3.0,19/10/2021,Very tasty😍,5.0
293,Wakma Restaurant,Yafit D.,5.0,26/01/2018,"The stir-fries are really tasty, the sushi is fresh and fresh. The service is really kind and the restaurant owner is always there to help in case of a mistake 😍",5.0
294,Wakma Restaurant,notice m.,1.0,17/09/2020,Restaurant number 1 was delicious on an abnormal level eager to return,5.0
295,Wakma Restaurant,Dani S.,2.0,04/04/2021,No words and everything was really delicious,5.0
296,Wakma Restaurant,Efrat S.,1.0,15/05/2020,"It took a lot of time for the shipment to arrive, but overall it was delicious and were attentive to our requests",4.0
297,Wakma Restaurant,Gabriel W.,1.0,12/08/2018,Agile and courteous service. Good quality food and large portions. The first place we book from is Asian every time.,4.0
298,Wakma Restaurant,A lior,4.0,28/05/2021,Sushi is the end of the road,5.0
299,Wakma Restaurant,raymond a.,1.0,27/01/2020,The best in town they have 1 + 1 sushi hall cheap prices,5.0
300,Wakma Restaurant,Mor T.,2.0,11/01/2021,My regular favorite :),5.0
301,Wakma Restaurant,Galina K.,2.0,13/12/2020,Sushi tastes best,5.0
302,Wakma Restaurant,Alex X.,2.0,31/12/2019,Delicious fast delivery !! highly recommend!,5.0
303,Wakma Restaurant,Ori S.,1.0,16/04/2019,"Just disgusted, dishes dishes I ordered and did not want to return the dishes they had delicious side effects. Poor service instead of finding a solution he told me throw in the trash I have nothing to do with it just a shame !!!! Do not recommend from there in your life I do not recommend !!!!",1.0
304,Wakma Restaurant,Adi O.,1.0,30/10/2019,The salmon does not look fresh,2.0
305,Wakma Restaurant,Palm m.,9.0,18/11/2020,Delicious,5.0
306,Wakma Restaurant,Nathaniel Z.,1.0,04/06/2020,Great and courteous service! The food was prepared quickly and was delicious :),4.0
307,Wakma Restaurant,Lior S.,5.0,13/02/2020,"it was great. Delicious, hot. recommended",5.0
308,Wakma Restaurant,White F.,5.0,01/10/2018,"From the only order I made from them, albeit good service the food is repulsive and clearly not fresh, all the sushi we ordered arrived tired and treated like a black avocado and the salmon looked overpowered as if they had thrown it in a disappointing short",1.0
309,Wakma Restaurant,Alone.,1.0,16/12/2019,The worst service we got we ordered no lime out and we got Mackie and we called to replace whoever remarried who is the manager of the place accused him that this is what we ordered. Shame of service,1.0
310,Wakma Restaurant,Michael H.,1.0,22/05/2019,The first time we booked you were great. Second time just awful third time .... will not happen,1.0
311,Wakma Restaurant,Liel L.,1.0,01/08/2018,Wow the food is amazing! Licking your fingers will definitely come back,5.0
312,Wakma Restaurant,Shani M.,3.0,09/01/2019,Excellent sushi. kind service,4.0
313,Wakma Restaurant,Happiness b.,3.0,13/05/2019,Delivery service right with me until you get the food,1.0
314,Wakma Restaurant,Maayan m.,1.0,06/05/2020,Food by the way ️,5.0
315,Wakma Restaurant,Ohad G.,1.0,24/06/2019,tasty,4.0
316,Wakma Restaurant,Vadim G.,6.0,03/07/2018,"Excellent service, good prices and of course delicious food !!",5.0
317,Wakma Restaurant,granddaughter A.,1.0,28/05/2018,One of the best stir-fries we ate !!! 🔝🔝🔝,5.0
318,Wakma Restaurant,Song a.,4.0,17/06/2018,tasty,4.0
319,Wakma Restaurant,Rinat A.,2.0,06/04/2018,Delicious dish Huge portion size Lovely staff,5.0
320,Wakma Restaurant,Miriam E.,3.0,27/07/2019,Kind and professional and delicious,5.0
321,Wakma Restaurant,Aret and.,6.0,27/05/2019,perfect,5.0
